edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
45.0,0,1.64,21.81,58.76,6.6,5.1,6.9,1.1,3.9,7225.0,4.4,47.0,8.6,1.5,99.2,36.4,1.2,1.8,1.4,1.9,14.0,72.58,45.44
58.0,0,1.85,19.58,66.68,5.7,4.7,5.3,3.5,5.5,3761.0,1.0,0.0,2.9,6.1,110.9,28.9,2.1,0.0,3.3,3.2,40.0,47.54,49.17
25.0,0,1.76,16.86,52.35,5.9,4.7,5.5,5.3,6.8,4896.0,3.8,19.0,4.9,6.2,90.2,25.9,5.7,2.1,2.1,0.8,27.0,61.07,63.13
55.0,1,1.74,31.98,97.31,6.4,5.2,5.1,4.8,7.8,6106.0,4.5,44.0,6.2,3.7,44.3,23.6,3.5,3.0,1.3,1.0,60.0,60.1,66.77
27.0,0,1.72,20.82,61.5,6.5,5.6,4.3,4.9,7.5,7011.0,4.4,44.0,4.2,5.8,94.9,40.1,7.1,0.6,1.7,3.4,0.0,58.71,52.63
26.0,0,1.68,29.22,82.47,7.0,7.0,5.2,3.4,4.7,7465.0,2.6,59.0,5.2,3.3,105.2,30.7,6.9,1.2,1.8,0.5,2.0,84.76,57.79
26.0,1,1.8,22.67,73.14,7.9,7.4,5.1,3.0,5.1,9326.0,4.0,91.0,5.6,5.5,71.1,17.8,6.4,0.9,3.4,0.3,14.0,86.09,68.38
56.0,0,1.71,18.86,55.23,6.3,6.0,3.3,5.9,6.6,4235.0,3.2,3.0,5.5,5.1,84.9,11.2,8.6,2.7,1.5,1.4,26.0,64.25,76.74
49.0,1,1.54,29.38,69.91,5.8,5.5,6.3,3.3,5.9,7912.0,4.1,67.0,9.7,0.8,66.9,26.4,4.8,1.6,1.9,2.1,5.0,85.14,46.72
43.0,1,1.61,31.52,81.76,5.4,4.5,7.2,4.4,6.2,3337.0,3.6,6.0,6.8,2.4,40.0,25.0,6.3,3.2,1.7,1.8,4.0,35.72,41.69
35.0,1,1.69,23.66,67.18,6.8,5.0,4.2,4.2,5.8,7636.0,3.3,65.0,7.0,2.3,110.5,12.8,3.8,1.9,2.3,2.5,23.0,76.16,58.07
59.0,1,1.72,29.55,87.9,6.2,5.9,5.3,6.2,8.2,6433.0,3.4,33.0,7.1,3.1,89.9,24.6,9.9,1.7,1.7,0.1,1.0,78.83,55.46
36.0,1,1.7,29.68,85.32,7.8,6.6,3.9,5.5,7.5,9310.0,3.3,101.0,7.2,2.1,122.0,20.4,9.0,1.6,1.3,1.1,7.0,87.75,73.14
56.0,0,1.8,25.93,83.78,7.9,7.4,2.3,2.1,5.0,6117.0,3.3,44.0,5.8,4.6,107.1,25.1,5.0,2.3,1.9,0.5,11.0,79.29,78.87
39.0,0,1.54,26.47,63.11,5.2,4.6,5.8,2.2,4.8,4633.0,2.8,14.0,5.4,2.5,82.9,30.8,5.8,0.0,1.8,2.8,12.0,43.56,47.01
36.0,0,1.71,18.37,53.8,6.8,4.9,4.5,4.9,6.7,6559.0,2.7,49.0,6.3,3.2,88.3,36.9,7.7,1.6,1.6,4.1,20.0,64.95,60.66
40.0,1,1.55,25.16,60.8,5.0,5.1,5.8,3.9,6.7,6573.0,4.8,43.0,8.3,3.5,101.3,32.3,4.7,1.4,1.7,0.7,7.0,63.67,46.48
32.0,0,1.76,23.53,72.94,8.4,8.0,3.8,3.3,5.7,7748.0,3.5,72.0,8.3,2.2,109.3,19.2,3.7,2.2,2.7,0.2,14.0,100.0,68.54
53.0,1,1.69,27.3,78.19,6.5,6.3,4.8,5.5,7.1,6732.0,2.4,49.0,5.5,4.6,96.5,28.0,6.7,1.3,1.8,0.6,13.0,72.58,56.04
42.0,1,1.73,12.45,37.43,6.8,6.2,6.9,4.3,6.2,10307.0,2.7,106.0,7.5,4.4,112.1,25.5,5.2,0.5,1.3,0.2,12.0,92.32,38.6
29.0,1,1.63,26.27,69.88,6.5,6.4,4.9,4.1,5.9,6231.0,4.1,32.0,5.6,2.1,84.1,14.3,5.4,1.5,1.7,0.8,15.0,74.54,56.3
60.0,1,1.8,22.28,72.37,5.9,5.5,6.5,5.2,7.7,6369.0,2.3,29.0,6.1,3.1,70.1,28.2,3.3,0.4,2.0,1.5,5.0,69.4,37.11
36.0,0,1.78,20.7,65.84,4.8,3.0,6.5,3.4,5.1,4708.0,1.5,14.0,5.1,4.5,88.7,39.9,1.6,0.0,1.2,7.3,1.0,31.1,24.38
44.0,1,1.75,29.29,89.37,6.3,6.6,4.3,6.4,8.0,7277.0,1.6,39.0,5.6,5.2,94.1,25.3,5.5,2.2,3.0,1.0,2.0,72.41,60.87
61.0,1,1.69,26.74,76.33,6.8,6.5,6.4,2.8,6.8,6253.0,1.3,39.0,8.7,2.2,66.0,12.2,6.8,2.1,2.5,0.5,4.0,81.9,51.59
47.0,0,1.75,29.4,89.65,7.0,6.2,4.1,5.0,7.9,7133.0,1.7,45.0,6.2,2.9,63.3,25.2,4.5,2.0,2.9,0.4,10.0,81.83,65.0
23.0,0,1.64,24.72,66.76,6.5,5.6,2.9,6.2,7.4,7444.0,1.8,41.0,6.3,4.7,98.9,15.3,7.9,2.8,2.2,0.4,28.0,78.88,72.88
62.0,1,1.77,26.88,84.06,7.5,7.5,3.2,1.9,4.5,5294.0,4.4,20.0,3.1,6.5,81.9,31.9,3.6,0.8,0.7,0.4,18.0,65.8,70.0
48.0,1,1.83,28.17,94.53,6.3,5.3,4.7,3.5,5.6,3865.0,3.0,9.0,5.4,5.8,86.7,29.2,2.9,0.1,2.9,2.9,23.0,55.73,51.0
34.0,1,1.79,28.12,89.68,5.8,6.4,5.6,5.7,8.1,5397.0,2.6,23.0,5.5,3.4,82.8,23.6,4.9,1.4,1.5,0.1,6.0,70.57,51.47
25.0,1,1.64,19.9,53.62,4.9,1.0,6.0,5.7,7.9,7728.0,1.6,67.0,4.3,5.5,120.4,22.4,4.8,1.2,1.5,10.0,8.0,27.83,33.24
55.0,1,1.73,22.15,66.19,6.9,6.5,4.0,3.7,6.9,8520.0,2.9,78.0,6.0,3.5,115.2,23.3,6.5,0.7,2.1,1.5,8.0,87.86,63.23
47.0,1,1.6,25.43,64.82,5.8,5.0,7.2,2.9,5.2,6686.0,1.3,28.0,5.1,5.9,65.3,25.1,3.5,1.4,2.8,1.6,3.0,65.28,29.7
43.0,0,1.75,25.38,77.34,5.4,4.9,6.9,5.4,7.4,3570.0,2.6,3.0,6.2,3.3,79.3,18.8,7.7,0.9,2.6,0.9,1.0,49.35,44.66
60.0,0,1.74,26.64,80.3,4.6,3.6,4.9,5.8,8.8,6113.0,5.0,33.0,6.2,3.7,107.0,13.9,8.9,0.0,2.5,2.3,13.0,54.55,45.0
55.0,0,1.55,23.89,57.42,7.9,7.4,1.6,2.3,4.5,9829.0,3.7,104.0,4.1,6.4,102.0,34.1,4.9,1.1,1.8,1.3,60.0,82.56,90.57
25.0,1,1.61,27.5,71.02,7.8,7.3,3.8,2.2,4.3,7890.0,2.8,67.0,5.2,5.3,89.2,21.9,7.5,0.4,1.8,0.8,3.0,77.93,71.29
33.0,1,1.68,14.11,39.7,6.4,5.4,5.9,4.3,6.7,7354.0,3.7,50.0,6.2,4.7,67.2,26.3,2.9,1.7,2.2,0.6,1.0,72.06,37.1
30.0,1,1.68,32.62,91.63,5.7,4.1,2.4,4.9,6.9,7405.0,2.5,54.0,8.4,1.8,76.3,27.3,7.2,0.8,1.9,5.2,23.0,56.99,70.77
53.0,0,1.6,24.24,62.31,8.0,7.5,3.6,3.6,5.6,8930.0,2.2,84.0,6.5,3.1,79.7,27.6,7.1,2.6,2.5,0.7,4.0,99.95,71.09
20.0,1,1.73,23.64,70.84,5.8,5.4,5.5,5.0,6.4,3675.0,1.0,0.0,4.7,5.0,95.5,15.6,6.7,3.1,2.5,1.1,27.0,64.94,70.46
45.0,1,1.72,22.09,65.36,6.1,6.2,4.8,2.9,4.2,5576.0,1.9,24.0,6.8,3.2,124.1,11.6,5.0,2.2,2.4,0.9,18.0,73.08,63.85
54.0,1,1.68,30.73,87.19,7.9,7.1,5.8,0.8,1.8,5004.0,2.6,3.0,9.4,0.8,76.3,20.3,0.0,0.0,0.5,0.2,44.0,75.19,65.84
59.0,1,1.64,10.21,27.44,6.7,5.1,4.6,3.4,4.0,6754.0,3.3,53.0,7.8,2.0,69.5,28.2,3.7,3.0,2.1,0.4,8.0,83.52,61.74
34.0,0,1.78,21.92,69.75,7.4,6.9,4.5,4.1,5.2,7409.0,2.1,41.0,7.1,2.9,87.8,19.2,3.7,3.1,1.9,0.4,16.0,83.02,62.21
57.0,1,1.83,20.37,68.41,6.2,5.3,4.9,3.6,5.4,8069.0,3.7,58.0,7.5,1.0,110.6,22.2,3.0,1.5,2.1,2.4,9.0,78.2,45.03
23.0,0,1.66,22.9,63.2,6.9,6.4,4.0,2.3,4.4,5988.0,2.7,22.0,8.9,1.8,61.1,42.0,5.2,2.8,1.5,1.0,15.0,78.01,68.67
58.0,0,1.65,35.18,95.89,6.7,6.0,3.6,1.3,3.0,7988.0,3.7,64.0,8.2,2.0,119.1,10.2,4.2,0.9,1.2,3.0,9.0,70.27,60.78
24.0,0,1.74,18.74,56.69,5.9,4.0,5.4,3.2,2.9,6508.0,3.6,32.0,7.1,3.9,86.6,19.0,3.4,0.0,2.3,2.5,3.0,60.64,49.22
37.0,1,1.67,29.2,81.58,6.2,5.7,6.6,5.3,8.9,6652.0,2.8,53.0,8.1,1.9,75.3,40.2,2.9,0.7,1.8,0.4,11.0,82.43,36.34
55.0,1,1.69,26.42,75.34,6.3,5.1,5.6,5.9,9.0,7840.0,4.7,70.0,3.8,4.4,58.0,24.6,3.6,3.2,2.3,1.7,11.0,71.61,44.72
25.0,1,1.76,28.73,88.92,6.3,4.6,6.6,5.8,8.2,8292.0,2.3,65.0,3.0,6.6,104.1,19.4,7.2,0.0,1.6,2.7,25.0,64.57,40.28
29.0,1,1.55,25.06,59.99,5.4,4.7,8.1,2.8,6.7,6523.0,4.3,40.0,6.3,3.5,86.6,34.4,3.7,1.5,2.8,2.0,20.0,54.31,17.98
52.0,1,1.81,18.1,59.01,7.8,7.0,6.1,2.3,3.3,7366.0,4.2,57.0,6.1,4.6,93.4,25.4,4.0,1.5,2.6,1.8,16.0,81.91,53.33
52.0,1,1.71,29.71,86.44,5.7,4.9,7.5,4.7,8.6,7681.0,4.8,82.0,4.9,3.0,72.0,22.2,4.1,1.0,2.2,2.7,2.0,69.35,12.95
48.0,0,1.67,27.48,76.38,6.9,6.1,5.8,5.0,6.0,6705.0,3.2,49.0,7.7,2.4,83.6,26.5,5.7,1.1,1.9,0.1,19.0,86.87,57.69
51.0,0,1.69,16.34,46.83,4.3,3.6,8.1,4.6,6.8,3824.0,2.2,7.0,2.3,8.2,80.3,19.7,5.9,1.6,2.5,2.6,10.0,26.37,10.77
44.0,0,1.7,21.5,61.91,7.1,6.9,5.0,1.0,1.7,7400.0,5.0,53.0,4.9,4.4,88.0,16.9,0.0,0.9,2.2,0.6,34.0,78.19,65.21
30.0,0,1.56,31.09,75.8,7.4,6.8,2.2,2.7,4.7,5369.0,2.7,24.0,5.0,5.0,76.6,24.1,7.0,0.1,2.1,1.7,38.0,59.74,81.0
34.0,0,1.82,24.94,82.57,5.9,5.3,5.9,4.0,6.3,3686.0,1.0,0.0,2.7,6.6,59.3,16.9,7.9,1.7,2.6,0.6,1.0,56.16,46.15
27.0,0,1.7,20.62,59.81,5.8,4.3,6.0,4.7,6.6,8128.0,2.8,47.0,9.0,0.3,144.6,25.1,2.9,2.6,2.9,3.7,26.0,77.79,52.72
61.0,0,1.74,8.73,26.29,5.7,4.3,5.2,5.2,7.9,6802.0,2.0,38.0,3.3,6.3,62.7,27.8,3.1,2.4,1.2,1.3,1.0,53.84,37.15
45.0,1,1.78,24.68,77.85,6.6,5.4,5.3,4.2,6.3,8673.0,3.5,69.0,4.8,4.5,93.6,31.8,4.1,0.7,1.4,2.1,7.0,68.98,49.3
37.0,0,1.62,19.74,51.7,5.3,3.4,7.2,4.5,6.0,5592.0,2.4,8.0,7.8,2.9,54.6,34.0,3.5,0.2,1.5,3.2,12.0,48.03,33.57
40.0,0,1.74,13.16,39.74,5.5,5.1,2.7,4.1,5.6,4401.0,1.0,0.0,7.3,2.0,50.1,21.8,5.4,1.2,1.1,4.5,2.0,43.22,62.77
63.0,0,1.68,9.77,27.52,6.5,5.0,4.2,5.0,7.8,6111.0,4.0,42.0,3.8,5.3,92.0,29.0,1.1,3.1,2.0,2.6,21.0,61.16,52.61
25.0,1,1.77,26.31,82.21,5.7,6.0,5.9,4.5,5.8,6230.0,3.6,45.0,7.4,4.4,93.5,28.9,2.8,2.1,2.4,0.3,0.0,74.64,41.61
46.0,0,1.53,30.73,71.93,5.5,5.2,5.9,4.1,7.0,5746.0,3.0,21.0,6.6,4.4,115.2,27.6,8.1,2.2,2.0,3.9,3.0,55.12,59.24
42.0,0,1.69,23.27,66.62,7.4,6.5,3.7,3.6,6.8,5260.0,3.2,38.0,10.0,0.0,98.0,21.2,3.1,2.4,1.7,1.9,13.0,82.58,64.43
47.0,1,1.65,33.29,90.84,6.9,5.9,3.7,4.1,4.5,3961.0,1.0,0.0,6.8,2.4,87.0,16.8,7.5,1.9,2.7,1.9,19.0,61.96,73.57
19.0,0,1.73,26.44,79.56,5.4,3.1,6.1,4.7,7.9,4634.0,2.6,29.0,5.7,4.5,71.0,29.0,5.7,1.6,2.1,5.1,37.0,35.61,42.33
59.0,0,1.74,31.21,94.24,5.1,4.7,6.4,4.4,8.5,4448.0,3.0,7.0,4.3,6.0,120.0,11.3,1.4,2.2,2.2,0.6,18.0,36.18,33.32
62.0,0,1.64,18.18,49.11,7.3,7.5,6.4,4.6,6.8,8294.0,3.5,64.0,4.5,4.0,108.6,22.9,6.3,1.0,2.7,0.5,17.0,82.68,59.39
45.0,0,1.64,25.74,69.48,6.7,6.1,5.4,6.0,8.6,6878.0,2.9,46.0,4.3,6.8,65.1,5.0,4.8,0.1,1.9,1.4,8.0,65.27,38.3
51.0,0,1.69,16.0,45.75,5.4,4.5,5.2,4.4,7.4,6045.0,3.4,26.0,8.7,2.1,90.8,14.3,4.1,2.2,3.2,2.8,0.0,63.76,45.12
61.0,0,1.63,25.1,66.56,6.5,6.5,6.5,3.0,4.8,10005.0,2.2,84.0,6.0,4.4,92.9,18.0,5.5,2.7,1.7,1.2,2.0,82.59,48.13
51.0,1,1.77,21.22,66.27,6.3,5.8,6.0,5.3,7.5,5419.0,2.4,25.0,7.1,4.2,83.1,33.8,5.9,0.4,3.2,2.0,11.0,71.63,44.53
25.0,1,1.67,28.45,79.4,8.9,7.7,1.9,2.0,2.6,8881.0,2.3,58.0,9.0,1.4,105.4,30.5,6.4,2.3,1.4,1.2,17.0,93.64,81.26
45.0,1,1.47,32.82,70.68,6.2,5.5,3.3,2.4,4.5,5213.0,2.4,18.0,1.3,9.2,106.6,20.6,7.4,3.2,2.3,1.9,8.0,35.37,72.17
47.0,0,1.67,28.45,79.35,5.2,3.8,7.3,4.5,7.0,9235.0,4.3,79.0,8.6,3.0,86.2,30.8,5.8,1.5,1.6,3.5,20.0,53.5,44.8
38.0,1,1.62,30.81,80.55,6.3,5.6,4.8,4.8,7.3,5075.0,3.7,23.0,6.1,5.0,84.4,32.1,2.2,0.7,2.7,0.4,11.0,64.25,47.75
53.0,0,1.57,41.54,102.32,4.6,3.8,7.1,2.1,5.2,5968.0,1.9,19.0,6.9,2.3,120.0,23.7,4.1,1.6,1.7,2.4,1.0,36.87,37.28
62.0,0,1.6,25.46,65.27,6.7,5.7,3.3,3.4,4.7,6568.0,3.4,34.0,4.3,6.3,108.7,13.9,10.9,0.9,2.2,3.1,3.0,63.95,73.27
62.0,1,1.71,19.14,55.88,7.7,6.2,3.7,3.1,4.6,7346.0,2.6,43.0,4.5,4.8,91.4,23.3,6.4,0.9,1.6,1.2,27.0,69.9,73.74
39.0,0,1.81,22.59,73.69,6.1,5.7,4.7,3.3,7.2,8325.0,2.3,72.0,7.0,3.5,57.4,24.2,9.7,1.9,2.6,0.8,19.0,80.11,69.12
23.0,0,1.73,19.48,57.97,7.9,7.1,1.0,5.4,7.3,7475.0,1.5,68.0,10.0,0.5,96.9,15.1,7.8,0.0,1.6,0.0,34.0,99.3,74.37
64.0,1,1.65,33.82,92.23,5.8,4.2,3.8,5.1,7.3,5626.0,4.0,23.0,8.0,0.6,104.0,27.9,5.5,0.1,3.0,3.2,2.0,60.78,52.03
57.0,1,1.74,21.81,65.75,8.5,7.4,2.8,4.0,5.9,8580.0,1.6,90.0,8.5,1.3,40.0,27.2,5.6,1.5,1.4,0.8,60.0,93.19,89.83
24.0,0,1.66,22.24,61.52,7.0,5.2,4.1,3.2,4.4,7616.0,2.9,63.0,5.6,4.6,95.0,28.6,4.9,1.5,1.2,0.9,4.0,69.86,55.72
61.0,1,1.64,23.27,62.93,6.5,5.5,7.9,2.0,5.6,5064.0,2.1,16.0,4.8,4.8,81.7,27.2,1.5,1.8,2.6,0.8,0.0,60.6,24.5
59.0,1,1.61,31.25,80.78,6.5,5.3,1.0,6.1,7.6,5189.0,1.0,0.0,4.4,5.9,85.6,30.8,5.0,3.4,1.6,1.4,60.0,47.59,88.31
42.0,0,1.56,27.8,67.63,6.3,5.2,5.8,4.9,5.8,5411.0,2.7,21.0,5.0,5.8,71.9,23.6,7.4,1.6,2.0,2.4,5.0,57.36,53.96
46.0,0,1.67,21.68,60.37,7.2,4.7,2.7,2.9,4.5,7190.0,2.9,52.0,1.9,8.1,87.0,26.6,3.8,2.1,1.8,3.0,17.0,53.9,62.72
37.0,0,1.71,32.38,94.98,6.7,6.1,4.7,5.1,5.1,6281.0,2.9,39.0,4.6,5.7,117.8,21.8,5.8,0.5,1.2,1.0,3.0,56.61,57.12
21.0,0,1.69,19.96,57.16,6.9,6.3,3.0,3.9,5.2,8117.0,3.3,80.0,4.9,6.5,81.1,20.3,6.7,2.3,2.0,2.2,13.0,71.74,77.06
34.0,0,1.67,25.39,70.53,5.8,4.8,6.8,3.6,4.6,4043.0,1.0,0.0,5.6,4.8,109.3,35.7,3.2,1.0,2.8,2.6,35.0,54.24,57.48
56.0,1,1.62,30.24,79.78,6.1,5.9,4.1,4.7,7.3,4573.0,3.0,9.0,6.3,3.9,73.9,8.6,4.1,1.6,2.6,0.7,6.0,67.56,55.24
18.0,1,1.75,14.89,45.53,6.3,5.7,4.7,2.9,4.2,3537.0,2.5,0.0,6.7,2.3,105.2,32.0,3.0,1.4,2.1,0.2,17.0,70.99,57.85
34.0,1,1.59,30.36,77.2,6.5,4.1,3.5,3.5,6.4,3407.0,1.0,0.0,6.0,4.7,90.0,20.0,3.4,2.5,2.7,4.5,3.0,48.92,48.41
37.0,0,1.76,17.45,54.17,5.2,4.5,8.5,4.2,7.6,4315.0,1.9,9.0,4.8,5.5,97.0,19.0,2.4,0.2,1.4,2.3,15.0,43.35,3.81
43.0,1,1.62,31.38,82.34,6.2,5.6,6.5,3.3,6.0,5717.0,3.7,28.0,2.1,9.2,90.1,27.1,3.2,0.0,1.8,2.1,6.0,41.35,39.32
61.0,1,1.64,20.66,55.56,6.5,5.5,5.5,5.0,6.8,7200.0,2.7,57.0,4.8,5.2,102.8,13.1,7.8,1.3,2.2,0.1,4.0,74.51,58.25
34.0,1,1.58,32.09,80.39,4.1,3.1,9.0,6.8,8.9,3475.0,1.0,0.0,4.1,4.1,40.0,18.5,3.2,2.0,1.9,3.4,6.0,23.58,2.12
34.0,0,1.66,31.43,86.59,6.3,5.4,5.0,2.9,3.3,4145.0,1.0,0.0,6.9,1.4,61.6,18.2,5.3,1.7,1.9,1.7,3.0,63.92,63.69
53.0,1,1.78,26.23,82.92,6.5,6.5,3.8,1.5,3.4,4269.0,1.0,0.0,7.8,2.9,98.3,23.2,4.0,2.7,1.3,3.8,35.0,68.17,68.41
39.0,0,1.74,24.33,73.77,6.5,4.1,4.0,1.0,2.1,6668.0,2.3,43.0,7.9,1.6,49.1,18.6,7.4,1.9,0.8,7.3,8.0,58.76,58.72
29.0,0,1.78,21.04,66.53,4.9,2.0,6.1,3.8,6.5,4375.0,3.9,11.0,7.5,2.9,79.4,37.8,7.6,0.9,2.5,6.3,4.0,37.39,43.0
39.0,0,1.74,20.22,61.35,5.9,3.4,4.7,3.0,7.6,9422.0,2.4,85.0,5.7,4.4,88.9,39.4,6.7,0.0,2.1,3.9,9.0,71.27,51.29
25.0,1,1.61,35.44,92.07,6.8,6.8,5.3,4.3,6.8,5805.0,3.4,32.0,5.0,4.9,73.4,8.8,5.6,1.3,2.5,0.0,6.0,60.94,55.43
26.0,1,1.67,21.25,59.51,5.9,5.7,5.5,4.2,4.2,5131.0,2.4,29.0,4.5,5.4,76.2,29.4,4.5,2.5,1.7,4.3,20.0,59.98,41.0
41.0,0,1.64,20.3,54.44,6.7,6.1,3.2,1.6,3.2,5680.0,3.6,19.0,3.0,6.1,95.4,31.9,2.6,1.1,1.6,0.2,53.0,65.9,72.66
38.0,0,1.81,24.51,79.98,5.3,3.9,3.6,1.3,3.4,4177.0,1.0,0.0,8.0,2.0,110.2,29.3,8.9,1.5,2.0,3.8,9.0,43.44,66.89
61.0,0,1.6,22.56,58.06,6.9,6.5,2.7,4.4,6.5,3940.0,1.0,0.0,5.7,3.8,70.8,19.7,3.5,1.9,2.5,0.7,30.0,66.74,67.01
35.0,0,1.77,17.76,55.75,5.3,4.2,7.0,4.2,5.5,3955.0,2.7,12.0,3.5,6.1,78.5,23.0,6.3,0.5,1.9,1.9,13.0,41.47,43.28
45.0,0,1.77,15.41,48.35,7.0,5.3,4.1,3.4,5.6,4573.0,4.8,16.0,4.3,5.3,75.4,19.0,7.1,2.1,2.5,0.1,3.0,63.47,68.34
48.0,0,1.85,18.41,62.76,5.8,5.3,5.5,1.5,2.3,5250.0,4.8,4.0,4.3,5.5,41.6,21.6,3.9,3.1,1.4,2.9,18.0,50.95,65.44
19.0,1,1.67,24.74,68.76,6.9,6.1,5.0,4.7,5.8,6020.0,3.5,46.0,6.1,4.8,92.8,15.3,7.1,1.3,1.9,0.2,11.0,78.47,63.36
49.0,0,1.76,23.86,73.65,6.5,6.4,3.5,5.9,8.6,7076.0,2.9,53.0,8.1,1.7,108.7,24.1,6.5,0.4,2.0,1.1,16.0,87.02,61.89
26.0,0,1.88,23.78,84.27,6.8,5.0,5.2,4.4,5.4,5248.0,3.3,21.0,5.3,5.7,110.3,13.0,8.5,1.4,2.7,3.4,33.0,60.3,64.08
63.0,0,1.65,28.59,77.9,7.2,6.1,5.7,2.7,5.3,9658.0,3.3,92.0,1.5,10.0,72.6,23.4,4.1,0.0,2.1,2.4,9.0,67.5,51.52
25.0,1,1.58,26.99,67.14,6.9,7.0,6.2,4.1,4.7,3251.0,1.0,0.0,5.6,5.2,65.0,15.0,2.4,1.8,3.0,0.0,35.0,73.93,58.5
37.0,1,1.55,27.91,67.03,6.7,6.6,4.6,2.0,5.7,6340.0,3.4,38.0,5.7,4.8,90.4,26.7,4.0,2.0,1.2,1.0,21.0,71.38,62.07
22.0,1,1.76,25.15,77.65,6.5,6.3,6.5,5.6,6.8,4682.0,3.2,25.0,5.6,4.8,106.6,19.6,5.4,3.2,2.1,0.1,10.0,77.79,46.48
65.0,0,1.55,37.11,89.09,6.7,5.8,2.4,4.1,5.9,4568.0,2.7,9.0,4.7,6.1,93.1,27.3,5.1,1.3,2.1,2.2,14.0,53.86,64.68
42.0,1,1.67,25.77,71.89,6.4,4.3,4.2,1.3,3.7,4612.0,1.8,16.0,6.4,3.7,95.8,33.7,4.2,1.9,2.4,6.9,6.0,48.45,57.74
46.0,0,1.73,20.92,62.96,7.4,6.5,1.3,3.5,5.0,6093.0,2.5,42.0,6.1,4.9,112.8,37.7,1.2,0.6,1.5,2.1,60.0,68.55,76.41
21.0,1,1.71,18.74,55.11,5.8,4.9,4.5,4.7,6.8,6174.0,3.8,29.0,6.0,4.7,75.2,5.0,5.9,1.1,3.0,0.5,17.0,63.64,56.87
53.0,1,1.73,16.07,48.32,5.2,4.3,5.7,3.5,6.1,5192.0,3.0,22.0,6.8,2.8,85.6,18.3,8.9,0.0,2.0,0.9,1.0,52.87,49.87
28.0,1,1.72,27.11,79.99,5.7,2.3,4.6,3.6,6.5,4237.0,1.0,0.0,5.1,5.8,122.7,22.6,5.9,1.3,1.3,7.5,6.0,32.45,45.62
60.0,1,1.8,24.22,78.67,6.4,6.4,5.8,2.2,5.0,4253.0,1.0,0.0,5.0,5.1,86.1,28.7,6.2,1.2,2.0,0.5,15.0,62.14,60.25
28.0,1,1.62,29.83,78.66,6.6,5.6,4.4,4.8,6.7,6282.0,1.9,27.0,8.8,1.1,64.7,11.8,6.1,1.8,1.8,1.6,1.0,81.68,58.2
27.0,0,1.65,25.13,68.07,6.9,6.6,6.6,3.0,4.9,4578.0,2.8,20.0,7.1,2.4,76.6,17.1,5.8,0.9,3.7,1.0,0.0,74.35,46.91
20.0,1,1.64,33.95,91.1,4.8,4.1,6.7,0.8,5.1,5103.0,2.0,11.0,7.7,2.5,71.2,26.0,6.9,1.6,2.6,2.9,9.0,40.88,40.45
40.0,0,1.77,20.11,62.74,5.1,3.4,7.0,3.4,6.4,5676.0,1.9,28.0,8.5,2.5,97.1,25.7,5.8,1.2,2.0,4.0,6.0,50.06,33.0
45.0,1,1.77,26.86,84.33,6.1,5.6,5.1,5.5,6.5,4953.0,4.2,19.0,7.1,3.8,72.1,28.0,4.4,1.2,1.9,0.8,9.0,70.91,53.24
21.0,0,1.74,23.03,69.42,7.3,6.0,2.6,3.4,5.5,5436.0,2.6,34.0,7.9,2.5,95.4,28.5,3.4,1.6,2.6,2.2,5.0,77.8,57.65
54.0,0,1.79,18.9,60.87,4.8,4.1,7.3,6.6,8.3,4589.0,2.3,5.0,2.8,7.8,75.3,27.7,4.5,1.5,2.6,1.6,3.0,27.51,27.62
39.0,0,1.61,30.6,78.89,6.3,6.3,4.8,4.6,6.5,7510.0,4.6,66.0,6.4,4.9,47.5,26.5,5.6,2.3,0.5,0.7,18.0,64.84,57.61
43.0,0,1.83,22.65,76.14,6.2,7.0,3.7,4.5,5.3,5075.0,3.8,14.0,5.6,4.2,96.1,25.4,4.4,1.4,2.4,0.6,11.0,76.84,57.34
39.0,0,1.82,22.7,75.35,7.1,6.8,4.5,3.8,5.4,6457.0,2.6,25.0,9.4,0.0,93.0,30.3,5.6,1.2,2.0,1.5,3.0,81.32,55.33
37.0,1,1.76,23.02,71.22,5.0,4.9,8.0,3.9,7.7,4927.0,3.4,7.0,7.9,3.4,100.4,7.1,5.9,1.3,1.2,0.3,6.0,58.36,19.61
44.0,0,1.84,20.45,69.43,6.0,5.4,3.1,3.6,6.2,5685.0,2.8,16.0,4.7,4.7,76.5,37.4,6.7,0.8,2.5,3.3,13.0,56.17,61.68
25.0,0,1.57,43.07,105.83,7.3,7.6,5.0,3.5,3.1,4879.0,2.3,21.0,6.7,2.6,74.4,7.4,7.6,1.1,3.3,0.1,1.0,68.5,60.16
27.0,1,1.66,31.92,87.76,5.4,4.6,6.6,4.8,8.0,5208.0,3.5,14.0,6.3,1.9,98.0,16.4,5.2,3.5,2.3,0.2,2.0,42.73,40.4
59.0,0,1.64,30.01,80.84,5.3,5.6,5.6,2.6,5.7,3725.0,2.7,5.0,6.9,3.7,120.4,23.2,2.4,0.6,2.7,0.8,1.0,48.07,43.95
